,course_id,dept,course_num,title
1018,809,GEOG,22100,Changing America in the Twentieth Century.
1019,2197,BIOS,24217,Conquest of Pain.
1020,1112,HMRT,28602,Health Care and the Limits of State Action.
1021,2302,PHYS,14200,Honors Electricity and Magnetism.
1022,1683,ITAL,20200,"Language, History, and Culture II."
1023,1514,PLSC,.  Co,mporary Egalitarianism.
1024,289,ECON,28100,The Economics of Sports.
1025,1675,SOSC,27701,Civilisation Européenne III.
1026,406,CLCV,20700,Ancient Mediterranean World I.
1027,967,HIST,24913,Victorian Science.
1028,2125,BIOS,20186,Fundamentals of Cell and Molecular Biology.
1029,2028,TAPS,28454,History of Chinese Theater.
1030,1035,HIPS,24913,Victorian Science.
1031,1934,SALC,27701,Mughal India: Tradition and Transition.
1032,754,SOCI,20192,The Effects of Schooling.
1033,1704,PORT,26900,Travels to Backlands of Brazil and Portuguese-speaking Africa.
1034,680,CHIN,21300,Accelerated Modern Chinese for Bilingual Speakers III.
1035,1041,HIPS,25408,The History of Suggestion.
1036,1414,HEBR,20105,Intermediate Classical Hebrew II.
1037,2092,BIOS,11140,Biotechnology for the 21st Century.
1038,1107,HMRT,26150,Human Dignity.
1039,2205,BIOS,25109,Topics in Reproduction and Cancer.
1040,1580,PSYC,23220,The Politics and Psychology of Language.
1041,103,ARTH,10100,Introduction to Art.
1042,2270,ENSC,24400,Ecology and Conservation.
1043,1607,RLST,20501,Islamic History and Society I: The Rise of Islam and the Caliphate.
1044,530,CMLT,23301,Balkan Folklore.
1045,396,NEHC,20418,"Semitic Languages, Cultures, and Civilizations III."
1046,1705,PORT,27200,Introduction to Brazilian Culture.
1047,460,GREK,25615,History of the Greek Language.
1048,1220,MATH,13300,Elementary Functions and Calculus III.
1049,1291,NEHC,20412,Medieval Jewish History II.
1050,2008,TAPS,24878,Introduction au théâtre français.
1051,2059,ARTV,24000,Introduction to Black and White Film Photography.
1052,1617,RLST,24051,Moral Agency and Social Transformation.
1053,2076,ARTV,29600,Junior Seminar.
1054,1228,MATH,17500,Basic Number Theory.
1055,2232,BIOS,28407,Genomics and Systems Biology.
1056,1432,NEAA,20521,Archaeology of Coptic and Islamic Egypt.
1057,1528,PLSC,22150,Contemporary African American Politics.
1058,820,GEOG,29100,Undergraduate Tutorial.
1059,259,CHEM,30500,Nanoscale Materials.
1060,1761,POLI,20300,Second-Year Polish III.
1061,554,CRES,20701,Introduction to African Civilization I.
1062,214,BPRO,26600,Antonioni’s Films: Reality and Ambiguity.
1063,1618,RLST,24601,Martin and Malcolm: Life and Belief.
1064,1933,SALC,25305,Scribal Circulations: Art of Writing (Pre-modern to Present)
1065,1465,TURK,10101,Elementary Turkish I.
1066,2314,PHYS,22600,Electronics.
1067,833,GEOS,21100,Introduction to Petrology.
1068,2131,BIOS,20196,Ecology and Conservation.
1069,1502,PHIL,24015,Modality.
1070,1486,PHIL,21102,Opera as Idea and as Performance.
1071,912,HIST,15002,Whales and Whaling in American History.
1072,1576,PSYC,21950,"Language, Culture, and Thought."
1073,461,GREK,26615,Lucian.
1074,1298,MENG,21000,Molecularly Engineered Materials and Material Systems.
1075,1952,TLGU,10300,First-Year Telugu III.
1076,2282,PHSC,11100,Modern Physics I:  Modern Physics in the Everyday World.
1077,989,HIST,28702,"Ludwig Wittgenstein's ""Philosophical Investigations"""
1078,1852,SOCI,20101,Organizational Analysis.
1079,819,GEOG,28800,History of Cartography.
1080,1824,SOSC,02980,Practicum.
1081,1587,PSYC,25120,Child Development and Public Policy.
1082,298,HIST,29613,Colloquium: Hyde Park and Chicago's South Side as Historical Laboratory.
1083,1114,HMRT,29120,Poverty Law and Policy Reform.
1084,1458,PERS,20006,"Survey of Persian Poetry, 10th to 15th Century."
1085,535,CMLT,25102,Problems Around Foucault.
1086,415,CLCV,22700,History of Philosophy I: Ancient Philosophy.
1087,1819,SOSC,14200,Mind II.
1088,48,ANTH,23805,Nature/Culture.
1089,1948,TAML,20200,Second-Year Tamil II.
1090,1897,HIND,20200,Second-Year Hindi II.
1091,1457,PERS,10103,Elementary Persian III.
1092,843,GEOS,23800,Global Biogeochemical Cycles.
1093,46,ANTH,23700,"Capitalism, Colonialism, and Nationalism in the Pacific."
1094,2133,BIOS,20198,Biodiversity.
1095,1977,STAT,24500,Statistical Theory and Methods II.
1096,2185,BIOS,23365,Evolutionary and Genomic Medicine I.
1097,1944,TAML,10100,First-Year Tamil I.
1098,981,HIST,26602,Mughal India: Tradition and Transition.
1099,2134,BIOS,20234,Molecular Biology of the Cell.
1100,96,ANTH,28600,Apes and Human Evolution.
1101,24,ANTH,21610,Linguistic Ethnographies.
1102,567,CRES,11200,Introduction to the Civilizations of East Asia IV.
1103,1665,FREN,26303,"Grace, Love, and Pleasure. Painting in Eighteenth Century France."
1104,1575,PSYC,21450,Evolutionary Cognitive Psychology.
1105,260,CHEM,30600,Chemistry of the Elements and Materials.
1106,797,GNSE,22905,Gendering Privacy.
1107,999,HIST,29632,History Colloquium: The CIA and American Democracy.
1108,2010,TAPS,25500,Advanced Screenwriting.
1109,172,BPRO,22800,Drinking Alcohol: Social Problem or Normal Cultural Practice?
1110,73,ANTH,26020,Archaeology of Modernity.
1111,1208,MOGK,20200,Intermediate Greek II.
1112,191,BPRO,23900,Biological and Cultural Evolution.
1113,1534,PLSC,22700,Happiness.
1114,1407,HEBR,10501,Introductory Modern Hebrew I.
1115,1832,SOSC,23600,Introduction to the Civilizations of East Asia II.
1116,789,GNSE,11001,Problems Gen/Sex: Love and Borders: Theoretical and Ethnographic Perspectives.
1117,1532,PLSC,22515,The Political Nature of the American Judicial System.
1118,264,CHEM,32200,Organic Synthesis and Structure.
1119,228,CHEM,00220,Collaborative Learning in Organic Chemistry I.
1120,582,CRES,36500,"History of Mexico, 1876 to Present."
1121,2285,PHSC,11400,Development of Life on Earth.
1122,495,CHDV,20300,Biological Psychology.
1123,100,ANTH,29700,Readings in Anthropology.
1124,1559,PLSC,28900,Strategy.
1125,2151,BIOS,21356,Vertebrate Development.
1126,2120,BIOS,20170,Microbial and Human Cell Biology.
1127,636,CMSC,23710,Scientific Visualization.
1128,2173,BIOS,23248,Primate Behavior and Ecology.
1129,840,GEOS,22200,Geochronology.
1130,867,GRMN,13100,Reading German.
1131,56,ANTH,24335,Intro to Medical Anthropology & Critical Studies of Global Hea.
1132,524,CMLT,21101,Roman Elegy.
1133,1862,SOCI,20122,Introduction to Population.
1134,1426,NEAA,10631,"Islamic Art and Architecture, 1500–1900."
1135,959,HIST,23706,The Soviet Union.
1136,1735,BCSN,10103,First-Year Bosnian/Croatian/Serbian I.
1137,1787,RUSS,25100,Introduction to Russian Civilization I.
1138,2252,BIOS,00289,Interdisciplinary Research Seminar.
1139,955,HIST,23306,"Europe, 1914 to Present."
1140,1839,SOSC,24003,Colonizations III.
1141,1321,MUSI,10300,Introduction to Music: Materials and Design.
1142,2250,BIOS,00199,Undergraduate Research.
1143,201,BPRO,24800,The Complex Problem of World Hunger.
1144,1198,LING,27220,Professional Persuasions: The Rhetoric of Expertise in Modern Life.
1145,880,GRMN,28815,Literature as Trial.
1146,751,PSYC,20500,Developmental Psychology.
1147,1288,ITAL,23502,"Boccaccio's ""Decameron"""
1148,695,JAPN,21300,Intermediate Modern Japanese through Japanimation II.
1149,2229,BIOS,27715,Roles of Animals in Ecosystems – Marine Biological Laboratory.
1150,17,ANTH,21303,Making the Natural World: Foundations of Human Ecology.
1151,1369,AANL,10103,Elementary Hittite III.
1152,2277,ENSC,29800,Independent Undergraduate Research in Environmental Sciences – Marine Biological Laboratory.
1153,454,GREK,21900,Greek Oratory.
1154,262,CHEM,31100,Supramolecular Chemistry.
1155,1461,PERS,20103,Intermediate Persian III.
1156,1524,PLSC,21010,Democratic Representation.
1157,1378,ARAB,20101,Intermediate Arabic I.
1158,1492,PHIL,21580,Libertarianism.
1159,1477,PHIL,.  Th,inguistic Turn in 20th Century Analytic Philosophy Pt II.
1160,1099,HMRT,20301,Human Rights III in Vienna: Contemporary Issues in Human Rights.
1161,341,CMST,28703,"Video Art: The Analog Years. Theory, Technology, Practice."
1162,43,ANTH,23103,Introduction to Latin American Civilization III.
1163,197,BPRO,24400,Concepts of the Self from Antiquity to the Present.
1164,1119,INST,27703,Earthbound Metaphysics: Speculations on Earths and Heavens.
1165,2322,PHYS,26500,Topics in General Relativity and Cosmology.
1166,1614,RLST,23804,Consciousness and Critique: The Autobiographies of Dorothy Day and Malcolm X.
1167,1466,TURK,10102,Elementary Turkish II.
1168,1993,TAPS,10500,Staging Terror.
1169,1927,SALC,20800,Music of South Asia.
1170,1267,MATH,29700,Proseminar in Mathematics.
1171,16,ANTH,21269,East Asia before Confucius.
1172,475,LATN,21300,Vergil.
1173,1317,MENG,29600,Practice of Research.
1174,2196,BIOS,24209,Photons to Consciousness: Cellular and Integrative Brain Functions.
1175,966,HIST,24609,A History of Japanese Visual Culture.
1176,2128,BIOS,20189,Fundamentals of Developmental Biology.
1177,1538,PLSC,24525,Hannah Arendt: On Revolution.
1178,306,CMST,10300,Visual Language: On Time and Space.
1179,2273,ENSC,28100,Quantitative Environmental Analyses – Marine Biological Laboratory.
1180,1437,NEHC,20223,Narratives of Assimilation.
1181,2189,BIOS,23410,"Complex Interactions: Coevolution, Parasites, Mutualists, and Cheaters."
1182,665,CHIN,20403,Advanced Modern Chinese III.
1183,897,GLST,23101,Global Studies I.
1184,468,LATN,11200,Accelerated Introduction to Classical Latin II.
1185,650,CMSC,28100,Introduction to Complexity Theory.
1186,976,HIST,25904,Islamic History and Society III: The Modern Middle East.
1187,1013,HIPS,20500,Intermediate Logic.
1188,1252,MATH,26200,Point-Set Topology.
1189,1879,SOCI,20248,"Inequality, Health, and The Life Course."
1190,1929,SALC,22603,"Intro to Premodern South Asian Lit:  Courts, Poets, Power."
1191,1064,HUMA,11500,Philosophical Perspectives I.
1192,1547,PLSC,27001,The Problem of World Government.
1193,1829,SOSC,23000,Introduction to the Civilizations of South Asia I.
1194,745,EALC,29600,Senior Thesis Tutorial II.
1195,2084,BIOS,10501,Metabolism and Nutrition.
1196,1197,LING,27130,"America: Society, Polity, and Speech Community."
1197,1455,PERS,10101,Elementary Persian I.
1198,1323,MUSI,14300,Music Theory Fundamentals.
1199,2166,BIOS,22250,Chordates:  Evolution and Comparative Anatomy.
1200,189,BPRO,23760,The Social Brain: Social Isolation and Loneliness.
1201,349,CRES,24001,Colonizations I.
1202,90,ANTH,28200,"Naturalizing Disaster: Nature, Vulnerability, and Social History."
1203,1631,RLST,28310,"Byzantium:  Art, Religion, Culture."
1204,409,CLCV,21200,History and Theory of Drama I.
1205,928,HIST,17402,"Science, Culture, and Society in Western Civilization II: History of Medicine 1."
1206,580,CRES,28000,United States Latinos: Origins and Histories.
1207,1184,LING,20101,Introduction to Phonetics and Phonology.
1208,1542,PLSC,25810,Democracy in Indonesia.
1209,151,ARTH,29800,Senior Seminar: Writing Workshop.
1210,1196,LING,27010,Psycholinguistics.
1211,924,HIST,16102,Introduction to Latin American Civilization II.
1212,1113,HMRT,29001,The Practice of Human Rights.
1213,1238,MATH,20800,Honors Analysis in Rn II.
1214,728,EALC,24730,Imagining Environment in East Asia.
1215,188,BPRO,23600,"Social Context, Biology, and Health."
1216,1698,PORT,12200,Portuguese for Spanish Speakers.
1217,1904,MALA,20300,Second-Year Malayalam III.
1218,723,EALC,24607,Chinese Independent Documentary Film.
1219,366,HIST,13001,History of European Civilization I.
1220,1137,LLSO,22612,Introduction to Political Philosophy.
1221,419,CLCV,23815,"Conquerors of the Ancient World, from Cyrus to Islam."
1222,993,HIST,29302,Human Rights II: History and Theory.
1223,1676,ITAL,10003,Intensive Elementary Italian I.
1224,2088,BIOS,17101,Experimental Biology By the Sea.
1225,140,ARTH,26302,Iconoclasm and Animation.
1226,425,CLCV,25015,Allegory in the Western Literary Tradition.
1227,701,KORE,20300,Intermediate Korean III.
1228,426,CLCV,25315,Jews in Graeco Roman Egypt.
1229,1598,RLST,11004,Introduction to the Hebrew Bible.
1230,1370,AANL,20501,Lycian.
1231,1553,PLSC,27725,Machiavelli's Florentine Histories.
1232,1949,TAML,20300,Second-Year Tamil III.
1233,974,HIST,25704,Islamic History and Society I: The Rise of Islam and the Caliphate.
1234,410,CLCV,21807,Greek Art and Archaeology.
1235,709,EALC,16100,Art of the East: China.
1236,1176,ASLG,10500,Intermediate American Sign Language II.
1237,235,CHEM,11200,Comprehensive General Chemistry II.
1238,137,ARTH,25804,History of Photography in the USA.
1239,864,GRMN,10200,Elementary German for Beginners II.
1240,1530,PLSC,22400,Public Opinion.
1241,1450,NEHC,29700,Reading and Research Course.
1242,437,CLCV,29113,Myth Course.
1243,1429,NEAA,20030,The Rise of the State in the Near East.
1244,1376,ARAB,10254,Egyptian Colloquial Arabic.
1245,105,ARTH,14200,From Missionary Images to Image Explosion: Introduction to Medieval Art.
1246,1942,SALC,29901,Informal Reading Course.
1247,312,CMST,23904,Senior Creative Thesis Workshop.
1248,1510,PHIL,29601,Intensive Track Seminar.
1249,1842,SOSC,26900,The Complex Problem of World Hunger.
1250,30,ANTH,22205,Slavery and Unfree Labor.
1251,1715,SPAN,20302,"Language, History, and Culture for Heritage Speakers III."
1252,994,HIST,29303,Human Rights III: Contemporary Issues in Human Rights.
1253,1105,HMRT,24701,Human Rights: Alien and Citizen.
1254,236,CHEM,12100,Honors General Chemistry I.
1255,769,FNDL,22616,Soren Kierkegaard/Johannes Climacus: Concluding Unscientific Postscript.
1256,479,LATN,22100,Lucretius.
1257,1124,LACS,22501,Elementary Haitian Kreyol I.
1258,2217,BIOS,25287,Introduction to Virology.
1259,738,EALC,27105,Concentrator's Seminar: Issues in East Asian Civilization.
1260,1750,CZEC,20100,Second-Year Czech I.
1261,710,EALC,16806,Arts of Japan.
1262,552,CMLT,29705,Introduction to Comparative Literature II: Case Study: Davidismo.
1263,588,CRES,20001,"Jewish History and Society I: The Archaeology of Israel - History, Society, Politics."
1264,117,ARTH,17410,Frank Lloyd Wright in Chicago and Beyond.
1265,1195,LING,25160,Themes in the Development of 20th Century Linguistics.
1266,766,FNDL,26506,Agnes Varda.
1267,1815,SOSC,13100,Social Science Inquiry I.
1268,1266,MATH,29520,Introduction to Error-Correcting Codes.
1269,1115,INST,23101,Contemporary Global Issues I.
1270,739,EALC,27201,Visual and Material Culture of Modern Shanghai.
1271,1255,MATH,26800,Introduction to Commutative Algebra.
1272,1101,HMRT,21400,Health and Human Rights.
1273,226,CHEM,00112,Collaborative Learning in General Chemistry II.
1274,812,GEOG,25500,Biogeography.
1275,1867,SOCI,20191,Social Change in the United States.
1276,1057,HIPS,29700,"Readings and Research in History, Philosophy, and Social Studies of Science and Medicine."
1277,1591,PSYC,25950,The Psychology of Stereotyping and Prejudice.
1278,232,CHEM,10200,Introductory General Chemistry II.
1279,1567,PSYC,20000,Fundamentals of Psychology.
1280,835,GEOS,21205,"Introduction to Seismology, Earthquakes, and Near-Surface Earth Seismicity."
1281,1702,PORT,20200,Advanced Portuguese.
1282,1990,TAPS,10100,Drama: Embodiment and Transformation.
1283,1204,MOGK,10100,Elementary Modern Greek I.
1284,488,CCTS,40006,Pharmacogenomics:  Discovery and Implementation.
1285,333,CMST,27602,Photography I.
1286,267,CHEM,32500,Bioorganic Chemistry.
1287,1798,REES,27003,Narratives of Assimilation.
1288,1550,PLSC,27500,Organizational Decision Making.
1289,293,ENST,27220,Environmental Management and Planning in the Calumet Region.
1290,1599,RLST,12602,Introduction to the New Testament.
1291,204,BPRO,25100,Evolutionary Theory and Its Role in the Human Sciences.
1292,1953,TLGU,20100,Second-Year Telugu I.
1293,1396,EGPT,10201,Introduction to Coptic.
1294,817,GEOG,28400,Intermediate GIS.
1295,1178,BASQ,12000,Elementary Basque I.
1296,1047,HIPS,26203,Nature/Culture.
1297,1290,NEHC,20411,Medieval Jewish History I.
1298,1359,MUSI,28000,Orchestral Conducting.
1299,1831,SOSC,23500,Introduction to the Civilizations of East Asia I.
1300,1169,LLSO,28710,Democracy and the Politics of Wealth Redistribution.
1301,829,GEOS,13400,Global Warming: Understanding the Forecast.
1302,321,CMST,24801,Iranian Cinema.
1303,1495,PHIL,21700,Human Rights I: Philosophical Foundations of Human Rights.
1304,1211,SWAH,25300,Swahili II.
1305,616,CMSC,16100,Honors Introduction to Computer Science I.
1306,492,CHDV,20000,Introduction to Human Development.
1307,1085,HUMA,19100,Humanities Writing Seminars.
1308,418,CLCV,23712,"Aquinas on God, Being, and Human Nature."
1309,1024,HIPS,22601,Medicine and Society in Twentieth-Century China.
1310,1846,SOSC,34500,Anthropology of Museums I.
1311,1110,HMRT,27306,U.S. Women and Gender.
1312,1067,HUMA,12000,Greek Thought and Literature I.
1313,847,GEOS,24230,Geophysical Fluid Dynamics: Foundations.
1314,1610,RLST,21610,Carolingian Renaissance.
1315,550,CMLT,29700,Reading Course.
1316,21,ANTH,21406,Celebrity and Science in  Paleoanthropology.
1317,1652,FREN,20300,"Language, History, and Culture III."
1318,3,ANTH,20100,The Inka and Aztec States.
1319,662,CHIN,20300,Intermediate Modern Chinese III.
1320,856,GEOS,28000,Introduction to Structural Geology.
1321,1600,RLST,17812,"In Good Faith: Religion, Economics, and the Rise of the Novel."
1322,244,CHEM,22700,Advanced Organic/Inorganic Laboratory.
1323,47,ANTH,23715,Self-Determination: Theory and Reality.
1324,1552,PLSC,27702,Political Leadership: Historical and Contemporary Perspectives.
1325,1199,LING,27605,"Language, Culture, and Thought."
1326,15,ANTH,21265,"Celts: Ancient, Modern, and Postmodern."
1327,1685,ITAL,20400,Corso di perfezionamento.
1328,814,GEOG,26600,Economics of Urban Policies.
1329,638,CMSC,25020,Computational Linguistics.
1330,2104,BIOS,13123,Biological Evolution.
1331,500,CHDV,21500,Darwinian Health.
1332,2154,BIOS,21407,Image Processing in Biology.
1333,242,CHEM,22100,Organic Chemistry II.
1334,2057,ARTV,23904,Senior Creative Thesis Workshop.
1335,1775,RUSS,20100,Second-Year Russian I.
1336,790,GNSE,11002,Medieval Masculinity.
1337,2307,PHYS,21101,Experimental Physics I.
1338,1355,MUSI,26900,Eighteenth-Century Counterpoint.
1339,359,HIPS,17400,"Science, Culture, and Society in Western Civilization II."
1340,182,BPRO,22600,Autonomy and Medical Paternalism.
1341,2121,BIOS,20171,Human Genetics and Developmental Biology.
1342,1500,PHIL,23600,Medieval Philosophy.
1343,1664,FREN,26103,Les Misérables.
1344,2172,BIOS,23247,Bioarchaeology and the Human Skeleton.
1345,1078,HUMA,14200,"Reading Cultures: Collection, Travel, Exchange III."
1346,210,BPRO,26200,Picturing Words/Writing Images (Studio)
1347,1602,RLST,20401,Islamic Thought and Literature I.
1348,2153,BIOS,21358,"Simulation, Modeling, and Computation in Biophysics."
1349,1068,HUMA,12100,Greek Thought and Literature II.
1350,1349,MUSI,25701,Introduction to Cognitive Musicology.
1351,1297,MENG,20000,Introduction to Emerging Technologies.
1352,785,FNDL,26207,Reading Buddhist Scripture as Literature: The Lotus Sūtra.
1353,2093,BIOS,12107,Cell Biology of Physiological Stress.
1354,617,CMSC,16200,Honors Introduction to Computer Science II.
1355,971,HIST,25415,History of Information.
1356,1748,CZEC,10300,First-Year Czech III.
1357,1677,ITAL,10006,Intensive Elementary Italian II.
1358,1299,MENG,23000,Mathematical Foundation of Molecular Engineering.
1359,2321,PHYS,26400,Spacetime and Black Holes.
1360,1226,MATH,16200,Honors Calculus II.
1361,1996,TAPS,15500,Beginning Screenwriting.
1362,2127,BIOS,20188,Fundamentals of Physiology.
1363,106,ARTH,14700,Building Renaissance Italy: A Survey of the Built Environment.
1364,322,CMST,25100,Avant-Garde in East Central Europe.
1365,541,CMLT,26610,The Brighter Side of the Balkans: Humor & Satire in Lit & Film.
1366,1302,MENG,24200,Selected Topics in Molecular Engineering: Molecular/Materials Modelling II.
1367,1487,PHIL,21219,Introduction to Philosophy of Art: What is Art?
1368,225,CHEM,00111,Collaborative Learning in General Chemistry I.
1369,1223,MATH,15300,Calculus III.
1370,1173,ASLG,10200,American Sign Language II.
1371,518,CHDV,29800,BA Honors Seminar.
1372,1286,HIST,23514,"Neighboring Faiths: Christianity, Judaism, and Islam."
1373,206,BPRO,25300,Utopias.
1374,1284,HIST,23310,Animals in the Middle Ages.
1375,1020,HIPS,21400,Intro To Medical Ethics.
1376,675,CHIN,20800,Elementary Literary Chinese I.
1377,1972,STAT,22600,Analysis of Categorical Data.
1378,2039,TAPS,29800,Theater and Performance Studies BA Colloquium.
1379,168,PHSC,12800,European Astronomy and Astrophysics.
1380,1507,PHIL,29200,Junior Tutorial.
1381,2158,BIOS,21417,Systems Biology:  Molecular Regulatory Logic of Networks.
1382,370,HIST,13200,History of Western Civilization II.
1383,1950,TLGU,10100,First-Year Telugu I.
1384,961,HIST,24206,Medicine and Culture in Modern East Asia.
1385,1569,PSYC,20200,Psychological Research Methods.
1386,207,BPRO,26050,"Memory, Commemoration, and Mourning."
1387,1641,CATA,21600,"Catalan Culture and Society: Art, Music, and Cinema."
1388,661,CHIN,20200,Intermediate Modern Chinese II.
1389,2071,ARTV,26600,History of International Cinema II: Sound Era to 1960.
1390,1731,SPAN,28620,"Fiction, Memory, History: Jaume Cabré's Jo confesso."
1391,1745,BCSN,20303,Second-Year Bosnian/Croatian/Serbian III.
1392,285,ARTH,17400,University of Chicago Campus.
1393,1163,LLSO,27801,Media Ecology: Embodiment and Software.
1394,51,ANTH,24003,Colonizations III.
1395,2038,TAPS,29500,Advanced Study: Directing Study.
1396,2317,PHYS,23600,Solid State Physics.
1397,1508,PHIL,29300,Senior Tutorial.
1398,2018,TAPS,28100,Lighting Design for the Stage.
1399,1496,PHIL,22100,Space and Time.
1400,862,GEOS,29700,Reading and Research in the Geophysical Sciences.
1401,707,KORE,22300,Changing Identity of Contemporary Korean through Film and Literature.
1402,1653,FREN,20500,Ecrire en français.
1403,1294,RLST,21801,Religion and Society in the Middle Ages.
1404,2286,PHSC,11500,Extraterrestrial Life.
1405,1410,HEBR,20001,Hebrew Letters and Inscriptions.
1406,628,CMSC,23010,Parallel Computing.
1407,2063,ARTV,24319,Writing Images/Picturing Words.
1408,113,ARTH,16213,Andean Art and Architecture.
1409,318,CMST,24505,Russian Cinema.
1410,622,CMSC,22300,Functional Programming.
1411,532,CMLT,25001,Foucault and The History of Sexuality.
1412,1251,MATH,25900,Honors Basic Algebra III.
1413,1392,ARME,20103,Intermediate Modern Armenian III.
1414,171,PHYS,29300,Bachelor's Thesis.
1415,1922,SANS,20300,Second-Year Sanskrit III.
1416,478,LATN,21900,Roman Comedy.
1417,772,FNDL,24301,"Ludwig Wittgenstein's ""Philosophical Investigations"""
1418,97,ANTH,28702,Archaeologies of Political Life.
1419,2094,BIOS,12114,Nutritional Science.
1420,985,HIST,27605,United States Legal History.
1421,350,CRES,24002,Colonizations II.
1422,1692,ITAL,28702,Italian Comic Theater.
1423,1342,MUSI,24000,Composition Lessons.
1424,713,EALC,19900,Early Modern Japanese History.
1425,1088,HUMA,20711,At the Piano II: Keyboard Studies for Non-Music Majors.
1426,199,BPRO,24600,Moments in Atheism.
1427,747,SOSC,25501,Schools and Communities.
1428,784,FNDL,26100,Les Misérables.
1429,1893,HIND,10100,First-Year Hindi I.
1430,1835,SOSC,24000,Introduction to Russian Civilization I.
1431,998,HIST,29625,History Colloquium: The European Family.
1432,74,ANTH,26505,Non-Industrial Agriculture.
1433,1706,PORT,29700,Readings in Special Topics.
1434,1838,SOSC,24002,Colonizations II.
1435,1611,RLST,22111,Mary and Mariology.
1436,498,CHDV,21000,Cultural Psychology.
1437,72,ANTH,25908,Balkan Folklore.
1438,132,ARTH,24620,Introduction to Chinese Painting.
1439,1651,FREN,20200,"Language, History, and Culture II."
1440,735,EALC,26300,Medicine in Traditional China.
1441,1269,ARTH,17015,"Blood, Sweat, and Tears: The Sacred Image in Byzantium."
1442,1583,PSYC,23890,Learning and Memory.
1443,1670,FREN,27915,Vérité et mensonges dans la littérature française de l’Ancien Régime.
1444,1242,MATH,23500,"Markov Chains, Martingales, and Brownian Motion."
1445,2025,TAPS,28445,Visual Language: On Objects.
1446,59,ANTH,24705,Jurisdiction: Language and the Law.
1447,2045,ARTV,21501,Introduction to Printmaking.
1448,276,CHEM,36300,Statistical Thermodynamics.
1449,1995,TAPS,10700,Introduction to Stage Design.
1450,1476,NCDV,29900,Independent Study.
1451,1402,EGPT,20211,Late Egyptian Texts.
1452,161,PHSC,11902,The Secret Lives of Stars.
1453,1661,FREN,23015,« La folie » dans la littérature française et francophone.
1454,913,HIST,15100,Introduction to the Civilizations of East Asia I.
1455,2117,BIOS,20150,How Can We Understand the Biosphere?
1456,175,BPRO,29000,Energy and Energy Policy.
1457,1863,SOCI,20125,Rational Foundations of Social Theory.
1458,1593,PSYC,27950,Evolution and Economics of Human Behavior.
1459,1040,HIPS,25307,History and Historiography of Science.
1460,539,CMLT,26600,Ren/Lit Imagination.
1461,1998,TAPS,20100,Twentieth-Century American Drama.
1462,36,ANTH,22710,Signs and the State.
1463,26,ANTH,22000,The Anthropology of Development.
1464,1097,HMRT,20101,Human Rights I in Vienna: Philosophical Foundations of Human Rights.
1465,362,HIPS,17502,"Science, Culture, and Society in Western Civilization IV: Modern Science."
1466,120,ARTH,17610,Modernism.
1467,1374,ARAB,10103,Elementary Arabic III.
1468,952,HIST,22803,Machiavelli and the Uses of History.
1469,136,ARTH,25707,Art and Death in Pre-Modern China.
1470,950,HIST,22505,"Modern Britain, 1688 to 1901."
1471,2113,BIOS,15106,Plagues: Past and Present.
1472,2268,ENSC,24200,Methods in Microbial Ecology – Marine Biological Laboratory.
1473,687,JAPN,20300,Intermediate Modern Japanese III.
1474,2192,BIOS,24204,Cellular Neurobiology.
1475,1233,MATH,20100,Mathematical Methods for Physical Sciences II.
1476,118,ARTH,17411,Strategies of Modernism in Latin America.
1477,515,CHDV,27950,Evolution and Economics of Human Behavior.
1478,873,GRMN,21303,Gedichte.
1479,28,ANTH,22125,Introduction to Science Studies.
1480,1140,LLSO,24300,American Law and the Rhetoric of Race.
1481,1581,PSYC,23249,Animal Behavior.
1482,2152,BIOS,21357,Extracellular Matrices: Chemistry and Biology.
1483,230,CHEM,00222,Collaborative Learning in Organic Chemistry III.
1484,1033,HIPS,24335,Intro to Medical Anthropology & Critical Studies of Global Hea.
1485,1301,MENG,24100,Selected Topics in Molecular Engineering: Molecular/Materials Modelling I.
1486,107,ARTH,14800,Blood & Ink: Art at the Time of the Protestant Reformation.
1487,779,FNDL,21300,James Joyce's Ulysses.
1488,2257,BIOS,00296,Undergraduate Honors Research.
1489,187,BPRO,23500,The Organization of Knowledge.
1490,332,CMST,27600,Introduction to Black and White Film Photography.
1491,1188,LING,21300,Historical Linguistics.
1492,190,BPRO,23800,The Affect System.
1493,603,CMSC,10100,Introduction to Programming for the World Wide Web I.
1494,391,NEHC,20011,Ancient Empires I.
1495,1886,SOCI,29999,BA Honors Paper.
1496,2049,ARTV,22200,Introduction to Sculpture.
1497,114,ARTH,16460,Modern Latin American Art.
1498,1453,NELG,20301,Introduction to Comparative Semitics.
1499,1681,ITAL,12200,Italian for Speakers of Romance Languages.
1500,139,ARTH,26101,Painting in South Asia.
1501,945,HIST,21305,Early Modern Britain.
1502,1361,MUSI,29500,Undergraduate Honors Seminar.
1503,290,ENGL,22800,Chicago.
1504,975,HIST,25804,Islamic History and Society II: The Middle Period.
1505,2236,BIOS,29100,Biology of Toxoplasma.
1506,1109,HMRT,27061,United States Legal History.
1507,463,GREK,29700,Reading Course.
1508,381,LACS,16200,Introduction to Latin American Civilization II.
1509,1375,ARAB,10250,Colloquial Levantine Arabic.
1510,344,CMST,28903,Video.
1511,302,SOCI,20142,The Chicago School of Sociology.
1512,1535,PLSC,22913,The Practice of Social Science Research.
