,section_id,course_id,section_num,meeting_pattern_id,building_code,enrollment
1283,sec_1411,2720,02,mp12,RO,50
1284,sec_1412,1832,00,mp30,SS,150
1285,sec_1413,2427,01,mp17,HM,20
1286,sec_1414,2592,01,mp3,WB,15
1287,sec_1415,3528,01,mp7,F,25
1288,sec_1416,2020,00,mp12,STU,50
1289,sec_1417,855,01,mp13,HGS,60
1290,sec_1418,2495,01,mp15,WB,20
1291,sec_1419,3757,01,mp24,WB,12
1292,sec_1421,3209,01,mp13,C,20
1293,sec_1422,2080,11,mp211,BSLC,48
1294,sec_1423,1071,15,mp24,C,-1
1295,sec_1424,2596,03,mp15,SSA,-1
1296,sec_1425,2672,00,mp30,STU,66
1297,sec_1426,2784,01,mp7,BSLC,25
1298,sec_1427,1235,35,mp20,RY,30
1299,sec_1428,3283,01,mp11,WB,20
1300,sec_1429,1493,00,mp12,CLSC,56
1301,sec_1430,697,02,mp107,C,20
1302,sec_1431,1083,01,mp19,K,-1
1303,sec_1432,3589,01,mp20,E,-1
1304,sec_1433,3581,01,mp55,MS,130
1305,sec_1434,1716,01,mp68,C,18
1306,sec_1435,3211,01,mp7,PSY,20
1307,sec_1436,1158,01,mp8,SS,150
1308,sec_1437,2867,01,mp115,SSA,30
1309,sec_1438,2752,01,mp12,BSLC,40
1310,sec_1439,3304,01,mp12,RO,50
1311,sec_1440,1819,01,mp119,K,19
1312,sec_1441,3561,01,mp212,BH,-1
1313,sec_1442,2386,01,mp213,CLSC,-1
1314,sec_1444,3286,01,mp152,LBQ,-1
1315,sec_1445,1233,43,mp13,SS,25
1316,sec_1446,2740,01,mp157,F,18
1317,sec_1447,3234,01,mp16,LBQ,-1
1318,sec_1448,2505,05,mp1,SSA,40
1319,sec_1449,2708,01,mp18,F,30
1320,sec_1450,2204,01,mp7,BSLC,48
1321,sec_1451,3268,01,mp7,ED,-1
1322,sec_1452,3625,01,mp8,RY,78
1323,sec_1453,1010,01,mp77,HM,12
1324,sec_1454,2352,01,mp5,WB,18
1325,sec_1455,2522,01,mp39,LBQ,20
1326,sec_1456,2410,07,mp33,SSA,40
1327,sec_1457,3052,02,mp34,HC,65
1328,sec_1458,3795,01,mp11,WB,15
1329,sec_1459,2697,01,mp115,SSA,25
1330,sec_1461,376,02,mp8,C,25
1331,sec_1462,1219,22,mp6,E,27
1332,sec_1463,3586,01,mp181,S,20
1333,sec_1464,1226,33,mp20,SS,30
1334,sec_1465,2653,01,mp182,F,15
1335,sec_1466,2602,01,mp214,SHFE,30
1336,sec_1468,3025,01,mp215,,20
1337,sec_1469,2817,04,mp216,HC,65
1338,sec_1470,2782,01,mp12,BSLC,25
1339,sec_1471,3785,01,mp104,JRL,-1
1340,sec_1472,2802,01,mp29,H,15
1341,sec_1473,2773,01,mp175,F,15
1342,sec_1474,1460,01,mp217,CL,15
1343,sec_1475,378,02,mp12,C,19
1344,sec_1476,3497,01,mp185,GC,-1
1345,sec_1477,3673,01,mp218,LBQ,20
1346,sec_1478,3457,02,mp173,M,-1
1347,sec_1479,2498,85,mp95,GC,70
1348,sec_1480,1080,04,mp12,C,-1
1349,sec_1481,2603,05,mp188,SSA,-1
1350,sec_1482,2917,01,mp219,C,20
1351,sec_1483,3120,01,mp84,RO,17
1352,sec_1485,520,01,mp12,C,30
1353,sec_1486,1909,01,mp12,C,10
1354,sec_1487,2936,01,mp86,MS,25
1355,sec_1488,3077,01,mp104,LC,-1
1356,sec_1489,2679,01,mp51,HC,19
1357,sec_1490,1653,02,mp13,C,18
1358,sec_1491,2883,34,mp121,,1
1359,sec_1492,1219,46,mp13,P,27
1360,sec_1493,367,07,mp12,C,19
1361,sec_1494,2720,01,mp7,STU,50
1362,sec_1495,2783,01,mp15,WB,20
1363,sec_1496,3081,01,mp15,WB,20
1364,sec_1497,2330,01,mp67,HC,65
1365,sec_1499,2509,01,mp37,SHFE,20
1366,sec_1500,706,01,mp8,C,20
1367,sec_1501,3027,01,mp35,RO,12
1368,sec_1502,3359,01,mp13,C,18
1369,sec_1503,3312,01,mp114,RY,-1
1370,sec_1504,3767,01,mp220,CL,10
1371,sec_1505,3353,01,mp25,C,18
1372,sec_1506,1894,01,mp221,C,18
1373,sec_1507,1648,04,mp62,C,18
1374,sec_1508,3256,01,mp222,PBPL,30
1375,sec_1509,1230,45,mp13,SS,30
1376,sec_1510,3809,01,mp223,Z,10
1377,sec_1511,3557,01,mp12,CL,25
1378,sec_1512,932,00,mp130,STU,75
1379,sec_1513,2336,02,mp5,SHFE,10
1380,sec_1514,2104,01,mp13,HGS,60
1381,sec_1515,3484,01,mp12,SS,35
1382,sec_1516,3667,01,mp8,SHFE,-1
1383,sec_1518,944,01,mp8,CL,40
1384,sec_1519,2651,01,mp12,BSLC,25
1385,sec_1520,3024,01,mp1,SHFE,15
1386,sec_1521,1234,55,mp62,RY,30
1387,sec_1522,3264,01,mp224,RO,40
1388,sec_1523,848,01,mp68,HGS,20
1389,sec_1525,1866,01,mp7,PSY,40
1390,sec_1526,1071,03,mp8,HM,-1
1391,sec_1527,1838,02,mp35,GSRP,19
1392,sec_1528,1685,01,mp20,C,18
1393,sec_1529,3784,01,mp212,BH,-1
1394,sec_1531,3188,01,mp225,MS,130
1395,sec_1533,3695,01,mp37,S,15
1396,sec_1534,2518,01,mp7,F,25
1397,sec_1535,3326,01,mp8,Y,20
1398,sec_1536,3463,01,mp39,LBQ,30
1399,sec_1537,1062,01,mp5,CL,-1
1400,sec_1538,2041,03,mp226,LC,-1
1401,sec_1539,1528,01,mp7,P,70
1402,sec_1540,1219,48,mp13,RY,28
1403,sec_1541,2414,01,mp83,SHFE,14
1404,sec_1542,2357,01,mp3,SSA,25
1405,sec_1543,1231,34,mp7,RY,30
1406,sec_1544,2906,01,mp29,SSA,18
1407,sec_1545,3371,01,mp227,C,20
1408,sec_1546,2656,01,mp209,HC,65
1409,sec_1547,2648,02,mp140,SHFE,40
1410,sec_1548,1789,01,mp140,MS,80
1411,sec_1549,1996,01,mp228,LC,12
1412,sec_1550,2648,06,mp5,SHFE,40
1413,sec_1551,3360,01,mp34,HC,65
1414,sec_1552,3768,01,mp12,SHFE,70
1415,sec_1553,3163,01,mp115,SSA,25
1416,sec_1554,1062,04,mp12,C,-1
1417,sec_1555,1091,01,mp86,PSY,25
1418,sec_1556,2177,01,mp11,BSLC,100
1419,sec_1557,3738,01,mp15,SHFE,12
1420,sec_1558,2619,01,mp178,HC,15
1421,sec_1559,2580,81,mp85,GC,65
1422,sec_1560,2569,01,mp1,WB,18
1423,sec_1561,2377,01,mp43,G,25
1424,sec_1562,127,01,mp8,CWAC,16
1425,sec_1564,1714,03,mp62,C,18
1426,sec_1565,3411,01,mp23,C,25
1427,sec_1566,2346,02,mp35,RY,35
1428,sec_1567,2626,01,mp7,P,18
1429,sec_1568,1804,01,mp8,C,30
1430,sec_1569,2982,01,mp12,PBPL,50
1431,sec_1570,2442,01,mp38,HC,65
1432,sec_1571,2506,01,mp35,SS,25
1433,sec_1572,3529,01,mp229,SHFE,-1
1434,sec_1573,2493,00,mp30,STU,60
1435,sec_1574,3466,01,mp7,SS,35
1436,sec_1575,1714,01,mp20,C,18
1437,sec_1576,367,02,mp35,C,19
1438,sec_1577,2421,01,mp53,G,-1
1439,sec_1578,934,02,mp5,LC,19
1440,sec_1579,383,01,mp20,C,70
1441,sec_1580,1010,05,mp77,HM,12
1442,sec_1581,1373,03,mp68,C,15
1443,sec_1582,1065,13,mp24,C,-1
1444,sec_1583,3642,01,mp225,MS,130
1445,sec_1584,1321,02,mp11,GO H,17
1446,sec_1585,72,01,mp11,C,30
1447,sec_1586,1652,01,mp13,C,18
1448,sec_1587,2040,04,mp40,LC,-1
1449,sec_1589,3366,01,mp3,S,18
1450,sec_1590,2520,01,mp12,SS,40
1451,sec_1591,3290,01,mp28,GC,25
1452,sec_1592,2483,03,mp15,SSA,25
1453,sec_1593,2975,31,mp82,,2
1454,sec_1595,1651,02,mp20,C,18
1455,sec_1597,1585,01,mp86,PSY,25
1456,sec_1598,1713,02,mp13,C,18
1457,sec_1599,3202,01,mp115,SSA,25
1458,sec_1600,1714,04,mp68,C,18
1459,sec_1601,1252,51,mp62,E,34
1460,sec_1602,3520,01,mp35,KPTC,25
1461,sec_1603,2992,01,mp15,JRL,14
1462,sec_1604,2755,01,mp3,S,18
1463,sec_1605,3782,01,mp37,S,15
1464,sec_1607,1080,03,mp8,CL,-1
1465,sec_1608,3135,30,mp183,MH,24
1466,sec_1609,2883,32,mp121,,1
1467,sec_1610,2324,01,mp98,KCBD,50
1468,sec_1612,3537,01,mp84,LC,15
1469,sec_1613,3788,01,mp17,JRL,25
1470,sec_1614,3592,01,mp8,HM,18
1471,sec_1615,3480,81,mp28,GC,65
1472,sec_1617,3781,01,mp134,LC,-1
1473,sec_1618,3374,01,mp12,WB,18
1474,sec_1619,3391,01,mp133,LBQ,11
1475,sec_1620,1534,01,mp35,RY,25
1476,sec_1621,3559,01,mp7,PSY,-1
1477,sec_1622,2466,01,mp12,STU,50
1478,sec_1623,3741,01,mp15,HM,20
1479,sec_1624,3597,00,mp61,C,38
1480,sec_1625,1710,06,mp68,C,18
1481,sec_1626,1077,15,mp8,WB,-1
1482,sec_1627,1319,01,mp35,LC,17
1483,sec_1628,1185,00,mp5,SS,40
1484,sec_1629,1077,09,mp8,C,-1
1485,sec_1630,2719,81,mp75,GC,65
1486,sec_1631,1071,12,mp7,P,-1
1487,sec_1632,3442,01,mp11,C,30
1488,sec_1633,1107,01,mp12,C,25
1489,sec_1634,235,02,mp20,K,286
1490,sec_1635,108,02,mp12,CWAC,23
1491,sec_1636,2013,01,mp230,LC,12
1492,sec_1637,2715,01,mp7,JRL,25
1493,sec_1638,3108,01,mp8,C,20
1494,sec_1639,908,01,mp20,C,70
1495,sec_1640,872,02,mp24,C,18
1496,sec_1641,682,02,mp105,C,20
1497,sec_1642,1616,01,mp86,PSY,25
1498,sec_1644,3648,01,mp165,JRL,20
1499,sec_1645,2822,01,mp84,LC,-1
1500,sec_1646,2549,01,mp15,S,40
1501,sec_1647,3118,05,mp209,HC,65
1502,sec_1648,3352,01,mp53,G,-1
1503,sec_1649,2360,01,mp1,SHFE,15
1504,sec_1650,3229,32,mp231,MH,24
1505,sec_1652,3044,01,mp154,GC,25
1506,sec_1653,870,01,mp11,C,18
1507,sec_1654,1300,01,mp13,BSLC,30
1508,sec_1656,3754,01,mp66,RY,25
1509,sec_1657,2998,04,mp64,PBPL,-1
1510,sec_1658,3206,01,mp17,JRL,18
1511,sec_1659,2948,01,mp127,C,12
1512,sec_1660,3261,01,mp112,F,30
1513,sec_1661,2374,01,mp74,LBQ,85
1514,sec_1662,3457,01,mp175,M,-1
1515,sec_1663,2888,01,mp36,HC,65
1516,sec_1664,2400,06,mp45,SSA,40
1517,sec_1665,1819,09,mp119,K,19
1518,sec_1667,3317,01,mp134,M,-1
1519,sec_1668,441,01,mp13,CL,25
1520,sec_1669,2768,01,mp35,BSLC,18
1521,sec_1670,2505,06,mp1,SSA,40
1522,sec_1671,3021,01,mp8,Y,20
1523,sec_1672,1650,01,mp20,C,18
1524,sec_1673,3032,32,mp82,,1
1525,sec_1674,2312,01,mp6,HGS,90
1526,sec_1675,3552,01,mp12,SHFE,30
1527,sec_1676,2505,02,mp1,SSA,40
1528,sec_1677,2162,01,mp12,BSLC,40
1529,sec_1678,104,01,mp35,CWAC,23
1530,sec_1679,1720,01,mp20,C,18
1531,sec_1680,2336,01,mp232,SHFE,10
1532,sec_1681,553,01,mp233,CL,-1
1533,sec_1682,2531,04,mp33,SSA,-1
1534,sec_1683,2763,01,mp7,PSY,20
1535,sec_1684,1710,05,mp62,C,18
1536,sec_1685,3635,01,mp234,S,20
1537,sec_1686,2787,01,mp178,HC,65
1538,sec_1687,2497,01,mp7,WB,20
1539,sec_1688,1062,06,mp35,C,-1
1540,sec_1689,2759,01,mp161,LC,-1
1541,sec_1690,3218,01,mp5,S,20
1542,sec_1691,2985,01,mp9,RO,20
1543,sec_1692,2153,01,mp7,BSLC,25
1544,sec_1693,2895,01,mp223,Z,10
1545,sec_1694,2842,01,mp9,SHFE,15
1546,sec_1695,3476,01,mp235,GC,20
1547,sec_1696,1122,01,mp236,HM,13
1548,sec_1697,3368,01,mp123,C,30
1549,sec_1698,3096,01,mp8,C,30
1550,sec_1699,679,01,mp151,C,18
1551,sec_1700,3227,01,mp5,C,25
1552,sec_1701,2536,32,mp237,,1
1553,sec_1703,2080,10,mp238,BSLC,48
1554,sec_1704,598,00,mp184,C,30
1555,sec_1705,2745,01,mp239,GC,25
1556,sec_1706,3763,01,mp35,C,35
1557,sec_1708,3620,01,mp64,F,20
1558,sec_1709,112,01,mp5,CWAC,23
1559,sec_1710,738,01,mp165,WB,22
1560,sec_1711,3565,01,mp156,LBQ,34
1561,sec_1712,2803,02,mp34,HC,65
1562,sec_1713,422,01,mp5,CL,25
1563,sec_1714,2701,01,mp3,WB,15
1564,sec_1715,2291,00,mp35,K,228
1565,sec_1716,3291,01,mp3,H,12
1566,sec_1717,3685,01,mp122,LC,-1
1567,sec_1718,3109,01,mp51,HC,19
1568,sec_1719,1222,45,mp13,K,27
1569,sec_1720,3297,01,mp140,MS,80
1570,sec_1721,1258,55,mp62,E,35
1571,sec_1722,2350,01,mp8,Y,20
1572,sec_1724,2721,01,mp11,C,-1
1573,sec_1725,2821,01,mp12,CWAC,18
1574,sec_1726,2056,01,mp161,LC,15
1575,sec_1728,1219,20,mp6,E,24
1576,sec_1729,2963,01,mp8,S,20
1577,sec_1730,1083,07,mp19,K,-1
1578,sec_1731,2987,02,mp17,SHFE,20
1579,sec_1732,3219,01,mp54,C,40
1580,sec_1733,3392,01,mp8,C,30
1581,sec_1734,2707,81,mp28,GC,65
1582,sec_1735,3749,02,mp103,HC,65
1583,sec_1736,3507,01,mp11,SHFE,-1
1584,sec_1738,1006,01,mp17,JRL,25
1585,sec_1739,1183,00,mp20,STU,50
1586,sec_1740,2368,01,mp12,E,20
1587,sec_1741,2915,01,mp140,HM,50
1588,sec_1743,2599,01,mp129,PBPL,30
1589,sec_1744,50,01,mp7,H,-1
1590,sec_1745,3254,81,mp28,GC,65
1591,sec_1746,1662,01,mp35,HM,24
1592,sec_1747,378,03,mp35,SS,19
1593,sec_1748,357,02,mp35,HM,-1
1594,sec_1749,1071,16,mp8,WB,-1
1595,sec_1751,2902,04,mp240,LBQ,34
1596,sec_1752,3201,01,mp5,WB,18
1597,sec_1753,2400,03,mp33,SSA,40
1598,sec_1754,1800,01,mp12,C,30
1599,sec_1755,2682,01,mp15,JRL,14
1600,sec_1756,2393,01,mp7,PBPL,-1
1601,sec_1757,2875,00,mp24,HM,66
1602,sec_1758,3570,01,mp67,B455,36
1603,sec_1759,1969,02,mp62,E,70
1604,sec_1760,2425,01,mp3,S,20
1605,sec_1761,1625,01,mp35,S,25
1606,sec_1762,2389,31,mp141,,2
1607,sec_1763,877,01,mp35,HM,20
1608,sec_1765,3807,01,mp165,JRL,20
1609,sec_1766,1319,02,mp8,GO H,17
1610,sec_1767,2797,01,mp12,CL,20
1611,sec_1768,1005,01,mp17,SHFE,16
1612,sec_1770,2757,01,mp104,PSY,20
1613,sec_1771,1255,01,mp6,SS,30
1614,sec_1772,3512,01,mp134,HM,12
1615,sec_1773,2410,04,mp45,SSA,40
1616,sec_1774,2362,01,mp86,WB,20
1617,sec_1775,3485,01,mp5,BSLC,15
1618,sec_1776,3659,01,mp241,KCBD,40
1619,sec_1777,3706,01,mp8,CWAC,16
1620,sec_1778,3349,01,mp12,C,30
1621,sec_1779,2528,01,mp5,A,10
1622,sec_1780,2514,01,mp11,C,-1
1623,sec_1781,2172,01,mp71,H,30
1624,sec_1782,3117,02,mp36,HC,65
1625,sec_1783,2517,01,mp84,PSY,-1
1626,sec_1784,3474,02,mp37,SSA,-1
1627,sec_1786,3812,01,mp151,OR,20
1628,sec_1787,1492,00,mp8,SS,38
1629,sec_1789,2389,33,mp141,,2
1630,sec_1790,2898,01,mp36,HC,30
1631,sec_1791,2120,00,mp6,BSLC,72
1632,sec_1792,2381,01,mp7,CL,25
1633,sec_1793,2905,01,mp43,G,25
1634,sec_1795,2099,01,mp13,BSLC,45
1635,sec_1796,2591,01,mp12,WB,20
1636,sec_1797,3187,01,mp20,C,18
1637,sec_1798,3037,01,mp3,H,-1
1638,sec_1799,1299,01,mp24,BSLC,30
1639,sec_1800,1230,47,mp13,SS,30
1640,sec_1801,551,01,mp12,HM,18
1641,sec_1802,461,01,mp7,CL,20
1642,sec_1803,176,01,mp17,JRL,25
1643,sec_1804,2024,03,mp149,LC,-1
1644,sec_1806,3204,01,mp194,CWAC,12
1645,sec_1807,3103,01,mp68,E,25
1646,sec_1808,3325,02,mp173,M,-1
1647,sec_1809,2079,01,mp17,LC,20
1648,sec_1810,3375,01,mp3,CWAC,12
1649,sec_1811,114,01,mp5,CWAC,23
1650,sec_1812,989,01,mp35,SS,35
1651,sec_1813,350,01,mp7,H,-1
1652,sec_1814,3213,01,mp5,CWAC,18
1653,sec_1815,3582,01,mp152,LBQ,20
1654,sec_1816,1258,53,mp62,E,35
1655,sec_1817,1793,01,mp54,F,30
1656,sec_1818,2361,82,mp26,GC,65
1657,sec_1819,1388,01,mp8,C,10
1658,sec_1820,2353,01,mp7,PSY,20
1659,sec_1821,634,01,mp11,RY,-1
1660,sec_1822,3601,01,mp35,S,25
1661,sec_1823,3351,01,mp12,E,25
1662,sec_1825,2627,31,mp63,,2
1663,sec_1826,3672,01,mp242,KCBD,40
1664,sec_1827,1208,01,mp12,C,25
1665,sec_1828,2139,01,mp7,BSLC,20
1666,sec_1829,2661,01,mp175,RO,12
1667,sec_1831,3401,01,mp12,SHFE,30
1668,sec_1832,2835,02,mp34,HC,70
1669,sec_1833,689,01,mp25,C,18
1670,sec_1834,3198,01,mp89,P,35
1671,sec_1835,2418,01,mp85,GC,25
1672,sec_1836,3622,01,mp35,F,18
1673,sec_1837,3724,01,mp53,G,-1
1674,sec_1838,562,01,mp35,GSRP,25
1675,sec_1839,3011,01,mp35,SS,15
1676,sec_1841,3295,01,mp243,HC,65
1677,sec_1843,3441,01,mp244,SHFE,-1
1678,sec_1844,1135,01,mp15,F,-1
1679,sec_1845,3566,01,mp245,SHFE,-1
1680,sec_1846,2485,01,mp57,LBQ,53
1681,sec_1847,1235,51,mp62,E,30
1682,sec_1848,2779,01,mp230,H,-1
1683,sec_1849,1226,32,mp7,E,20
1684,sec_1852,3818,01,mp3,M,-1
1685,sec_1853,62,01,mp12,W,15
1686,sec_1855,2934,01,mp246,SHFE,-1
1687,sec_1856,1235,31,mp20,E,30
1688,sec_1857,2628,32,mp247,,20
1689,sec_1858,1442,01,mp11,C,30
1690,sec_1859,3316,01,mp140,S,40
1691,sec_1860,3543,01,mp115,SSA,-1
1692,sec_1862,3410,01,mp17,H,30
1693,sec_1863,1234,45,mp13,KPTC,30
1694,sec_1864,1222,41,mp13,RO,27
1695,sec_1865,2410,08,mp127,SSA,40
1696,sec_1866,3007,01,mp3,S,18
1697,sec_1867,1065,12,mp12,RO,-1
1698,sec_1868,2743,02,mp248,LC,-1
1699,sec_1869,3269,01,mp16,LBQ,36
1700,sec_1870,2627,33,mp63,,2
1701,sec_1871,2691,00,mp30,STU,60
1702,sec_1872,2385,01,mp35,GSRP,25
1703,sec_1874,3303,01,mp53,HC,65
1704,sec_1875,3089,01,mp146,GO H,15
1705,sec_1876,2389,34,mp141,,2
1706,sec_1877,2902,05,mp240,LBQ,34
1707,sec_1878,2700,01,mp35,RO,20
1708,sec_1879,1137,00,mp12,CLSC,56
1709,sec_1880,239,01,mp20,K,75
1710,sec_1881,2838,00,mp12,STU,50
1711,sec_1882,3789,01,mp7,SS,50
1712,sec_1884,3427,01,mp3,SSA,20
1713,sec_1885,1360,01,mp249,GO H,15
1714,sec_1886,2042,01,mp161,LC,-1
1715,sec_1887,2553,01,mp86,H,16
1716,sec_1888,2902,02,mp189,LBQ,34
1717,sec_1889,3123,01,mp90,WB,20
1718,sec_1890,2401,01,mp90,SS,25
1719,sec_1891,1226,21,mp6,RY,30
1720,sec_1892,3194,01,mp64,SHFE,30
1721,sec_1893,1219,24,mp6,E,27
1722,sec_1894,2505,07,mp1,SSA,40
1723,sec_1895,1628,01,mp12,RO,40
1724,sec_1896,2603,06,mp188,SSA,-1
1725,sec_1897,3541,01,mp12,WB,20
1726,sec_1898,3023,01,mp1,SSA,20
1727,sec_1899,315,01,mp122,LC,-1
1728,sec_1900,1218,58,mp62,P,24
1729,sec_1901,2927,01,mp250,HC,70
1730,sec_1902,3156,01,mp16,LBQ,7
1731,sec_1903,3298,01,mp8,OR,15
1732,sec_1904,2839,01,mp25,BSLC,25
1733,sec_1906,709,01,mp5,CWAC,23
1734,sec_1907,722,01,mp12,HM,12
1735,sec_1908,2947,01,mp20,HGS,20
1736,sec_1909,1068,02,mp7,WB,-1
1737,sec_1910,3127,01,mp175,PSY,-1
1738,sec_1911,3195,01,mp175,OR,-1
1739,sec_1912,2892,02,mp7,SHFE,35
1740,sec_1913,3748,01,mp49,HC,65
1741,sec_1914,3178,00,mp11,STU,60
1742,sec_1916,332,01,mp40,ED,15
1743,sec_1917,2467,01,mp8,C,30
1744,sec_1918,3069,01,mp8,BSLC,30
1745,sec_1919,373,05,mp11,G,19
1746,sec_1920,3641,01,mp5,S,20
1747,sec_1921,1819,07,mp119,K,19
1748,sec_1922,3243,01,mp62,CL,20
1749,sec_1923,3176,01,mp251,LC,15
1750,sec_1924,1224,53,mp62,E,30
1751,sec_1925,1077,01,mp5,RO,-1
1752,sec_1926,926,01,mp8,HGS,80
1753,sec_1927,905,01,mp35,C,30
1754,sec_1928,2025,03,mp226,LC,-1
1755,sec_1929,3141,01,mp140,SHFE,30
1756,sec_1931,2410,03,mp45,SSA,40
1757,sec_1932,2505,04,mp1,SSA,40
1758,sec_1933,2463,32,mp252,,1
1759,sec_1934,2412,01,mp253,S,20
1760,sec_1936,1089,01,mp62,PBPL,7
1761,sec_1937,3670,01,mp175,OR,-1
1762,sec_1938,2594,01,mp11,C,15
1763,sec_1939,753,01,mp5,HM,70
1764,sec_1940,2533,01,mp152,LBQ,20
1765,sec_1941,1533,00,mp12,CLSC,56
1766,sec_1942,2908,01,mp35,BSLC,-1
1767,sec_1943,914,00,mp30,SS,150
1768,sec_1945,2439,34,mp94,,2
1769,sec_1946,3199,01,mp8,C,30
1770,sec_1947,3504,01,mp51,HC,65
1771,sec_1948,2829,02,mp54,SHFE,50
1772,sec_1949,3493,01,mp7,F,25
1773,sec_1950,949,01,mp62,CL,20
1774,sec_1951,2347,01,mp3,S,18
1775,sec_1952,1071,09,mp35,C,-1
1776,sec_1953,3526,01,mp7,SS,35
1777,sec_1954,2687,00,mp8,C,38
1778,sec_1955,353,00,mp30,SS,150
1779,sec_1956,2630,01,mp17,CL,15
1780,sec_1957,1010,03,mp77,HM,12
1781,sec_1958,3270,01,mp39,LBQ,30
1782,sec_1959,2002,01,mp175,LC,12
1783,sec_1960,865,01,mp254,C,18
1784,sec_1961,2581,01,mp12,CWAC,18
1785,sec_1962,3774,01,mp39,LBQ,30
1786,sec_1963,2670,01,mp255,HC,65
1787,sec_1965,412,01,mp8,CL,40
1788,sec_1966,3483,01,mp1,SHFE,15
1789,sec_1967,138,01,mp8,CWAC,18
1790,sec_1968,3749,01,mp67,HC,65
1791,sec_1969,2499,01,mp13,C,18
1792,sec_1970,2739,01,mp67,B455,40
1793,sec_1971,1819,03,mp119,K,19
1794,sec_1972,2837,01,mp241,KCBD,40
1795,sec_1973,2698,01,mp175,PBPL,50
1796,sec_1974,2680,01,mp52,LBQ,103
1797,sec_1975,2400,05,mp45,SSA,40
1798,sec_1976,3832,01,mp35,GSRP,25
1799,sec_1977,1507,02,mp8,C,15
1800,sec_1978,1233,41,mp13,E,25
1801,sec_1980,3606,01,mp256,GC,20
1802,sec_1981,2558,01,mp5,GO H,15
1803,sec_1983,2544,01,mp98,KCBD,50
1804,sec_1984,2789,33,mp257,,10
1805,sec_1986,3196,81,mp26,B455,40
1806,sec_1988,3594,01,mp75,GC,25
1807,sec_1989,2892,01,mp5,SHFE,35
1808,sec_1990,3430,01,mp53,RY,-1
1809,sec_1991,2942,01,mp5,C,30
1810,sec_1992,2695,34,mp258,BH,6
1811,sec_1993,2359,01,mp136,LBQ,34
1812,sec_1994,1379,02,mp259,C,12
1813,sec_1995,2807,01,mp8,C,30
1814,sec_1996,3071,01,mp29,SHFE,15
1815,sec_1998,2986,01,mp41,BH,50
1816,sec_1999,2991,01,mp47,STU,60
1817,sec_2000,1669,01,mp134,WB,15
1818,sec_2001,3111,01,mp193,PBPL,30
1819,sec_2002,2995,01,mp12,C,25
1820,sec_2003,2648,03,mp7,RO,40
1821,sec_2004,2891,01,mp89,SS,150
1822,sec_2006,2993,01,mp10,HC,65
1823,sec_2007,407,03,mp35,SS,19
1824,sec_2008,1223,11,mp44,E,27
1825,sec_2009,2956,30,mp131,,1
1826,sec_2012,1080,07,mp24,RO,-1
1827,sec_2014,851,01,mp5,HGS,18
1828,sec_2015,2627,30,mp63,,2
1829,sec_2017,3434,01,mp8,SHFE,-1
1830,sec_2018,105,01,mp11,CWAC,23
1831,sec_2019,2086,00,mp7,BSLC,40
1832,sec_2020,2024,04,mp40,LC,-1
1833,sec_2021,1351,01,mp47,GO H,12
1834,sec_2022,1826,01,mp20,C,70
1835,sec_2023,2818,01,mp22,S,20
1836,sec_2024,3325,01,mp175,M,-1
1837,sec_2025,3370,01,mp5,E,25
1838,sec_2026,2808,01,mp260,SHFE,-1
1839,sec_2027,1743,01,mp13,F,18
1840,sec_2028,242,00,mp7,K,286
1841,sec_2029,2748,01,mp29,SHFE,15
1842,sec_2031,661,02,mp105,C,18
1843,sec_2032,2633,01,mp15,SHFE,12
1844,sec_2034,3050,01,mp136,LBQ,-1
1845,sec_2035,2621,01,mp169,HGS,12
1846,sec_2036,2624,01,mp20,C,18
1847,sec_2037,2937,85,mp164,GC,65
1848,sec_2038,1083,05,mp19,K,-1
1849,sec_2040,2865,01,mp24,C,30
1850,sec_2041,2725,01,mp29,SS,25
1851,sec_2042,2440,03,mp29,SSA,25
1852,sec_2043,655,02,mp105,C,18
1853,sec_2044,2648,05,mp35,HM,40
1854,sec_2046,2889,01,mp230,LC,12
1855,sec_2047,358,01,mp8,HGS,80
1856,sec_2048,536,01,mp7,JRL,25
1857,sec_2049,407,02,mp12,C,19
1858,sec_2050,2681,01,mp15,RO,15
1859,sec_2052,3447,01,mp114,RY,40
1860,sec_2053,3705,01,mp261,HGS,-1
1861,sec_2054,3241,01,mp152,LBQ,20
1862,sec_2055,2909,01,mp262,SHFE,25
1863,sec_2056,1141,01,mp68,LBQ,-1
1864,sec_2057,2741,01,mp53,HC,70
1865,sec_2058,2508,01,mp53,HC,65
1866,sec_2059,2836,01,mp5,PBPL,30
1867,sec_2061,257,01,mp5,K,66
1868,sec_2062,130,01,mp15,JRL,14
1869,sec_2063,1536,01,mp37,GSRP,-1
1870,sec_2064,1231,58,mp8,E,30
1871,sec_2066,3416,01,mp1,S,-1
1872,sec_2067,3542,01,mp24,C,20
1873,sec_2068,3339,01,mp67,CL,10
1874,sec_2069,2197,01,mp7,SBRI,16
1875,sec_2070,893,01,mp12,C,30
1876,sec_2072,3280,01,mp1,RO,15
1877,sec_2073,2481,01,mp7,F,18
1878,sec_2074,1077,05,mp11,C,-1
1879,sec_2075,3043,01,mp143,SSA,25
1880,sec_2076,2669,01,mp263,BSLC,20
1881,sec_2077,3300,01,mp152,LBQ,20
1882,sec_2078,1525,01,mp12,K,200
1883,sec_2079,3064,01,mp12,OR,20
1884,sec_2080,137,01,mp102,CWAC,18
